Domain,Area,Element,Item,Year,Unit,Value
"Credit to Agriculture","Spain","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","1.034861"
"Credit to Agriculture","Spain","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","1.027381"
"Credit to Agriculture","Spain","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","1.110085"
"Credit to Agriculture","Spain","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","1.232319"
"Credit to Agriculture","Spain","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","1.408378"
"Credit to Agriculture","Spain","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","1.532325"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.460695"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.473034"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.484964"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.54052"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.460364"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.474725"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.497017"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.51184"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.457527"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.547917"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.51822"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.520839"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","1.032485"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","1.514054"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","1.69018"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","1.479823"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","1.82726"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","1.568971"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","1.297132"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","1.101048"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","1.146496"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","1.0742"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","1.03439"
"Credit to Agriculture","Sri Lanka","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","1.056937"
"Credit to Agriculture","Sudan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.431993"
"Credit to Agriculture","Sudan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.523527"
"Credit to Agriculture","Sudan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.54187"
"Credit to Agriculture","Sudan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.525661"
"Credit to Agriculture","Sudan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.759296"
"Credit to Agriculture","Sudan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.934247"
"Credit to Agriculture","Sudan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.623233"
"Credit to Agriculture","Sudan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.800818"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.52234"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.477731"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.630705"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.527485"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.469481"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.387409"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.374153"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.368206"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.292214"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.37161"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.313822"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.221274"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.229885"
"Credit to Agriculture","Suriname","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.301537"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.742307"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.895162"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.746746"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.757678"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.825674"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.759015"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.848579"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.785293"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.892112"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","1.218093"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","1.216225"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","1.073724"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","1.160519"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","1.34383"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","1.234165"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","1.32801"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","1.26012"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","1.206972"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","1.399157"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","1.341184"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","1.378936"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","1.394808"
"Credit to Agriculture","Switzerland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","1.309206"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","0.397942"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","0.39395"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.301365"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.408301"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.37053"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.372366"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.382084"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.340837"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.405826"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.356152"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.690622"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.997754"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","1.168754"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","1.15319"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.939756"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.77788"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.797781"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.589857"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.597427"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.618035"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.893319"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.889783"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.70017"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.791533"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.85544"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","1.249125"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","1.079784"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","1.056553"
"Credit to Agriculture","Syrian Arab Republic","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","1.259478"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","2.346802"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","2.980428"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","1.004795"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.951889"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.742548"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.740863"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.510953"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.489135"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.618239"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.593627"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.581776"
"Credit to Agriculture","Tajikistan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.097038"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","0.67666"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","0.616191"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.688694"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.510467"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.411733"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.372695"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.29435"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.190761"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.295689"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.308049"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.284705"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.268631"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.227328"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.230458"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.220098"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.203684"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.178815"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.124903"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.106734"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.096413"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.075407"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.072757"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.07258"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.079213"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.095678"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.092255"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.087612"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.084818"
"Credit to Agriculture","Thailand","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.076484"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.009632"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.044345"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.0502"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.015014"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.018177"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.118787"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.017861"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.014659"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.222594"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.248317"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.127655"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.153278"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.026289"
"Credit to Agriculture","Timor-Leste","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.03354"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","0.043305"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.038252"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.033836"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.044376"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.018921"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.016257"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.023325"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.02211"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.022449"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.018363"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.012686"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.010602"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.072708"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.00239"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.002324"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.004709"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.00555"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.010162"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.012354"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.016593"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.015687"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.013613"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.01375"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.012345"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.016622"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.011796"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.007645"
"Credit to Agriculture","Togo","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.004988"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","0.746178"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","0.686352"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.92841"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.787823"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.756666"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.764932"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.566865"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.83938"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","1.903492"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.692059"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.90181"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.530095"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.839376"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.980986"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.73453"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.531411"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.611855"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","1.03758"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.594579"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.653064"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.640669"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.612116"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.54564"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.365104"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.280356"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.286446"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.44542"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.579426"
"Credit to Agriculture","Trinidad and Tobago","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.553976"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","0.690539"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","0.586572"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.701363"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.858119"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.938921"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.734646"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.7484"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.753426"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.662761"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.658373"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.624579"
"Credit to Agriculture","Tunisia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.778482"
