Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","1203.941"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","1194.16"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","1201.506"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","1154.701"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1137.107"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","1288.748"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","1211.297"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","1190.181"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1187.089"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1166.102"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1120.932"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1147.635"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","1143.487"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","1117.006"
"Employment Indicators: Rural","Portugal","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","1115.071"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","1195.711"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","4805.716"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","4855.34"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","4796.621"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","4840.992"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","4846.687"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","4901.67"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","4948.814"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","5034.928"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","5131.795"
"Employment Indicators: Rural","Republic of Korea","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","5085.312"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","605.028"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","616.711"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","592.806"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","622.286"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","563.153"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","573.984"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","580.662"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","657.437"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","422.47"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","467.741"
"Employment Indicators: Rural","Republic of Moldova","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","456.601"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","5608.168"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","5363.232"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","5148.358"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","3708.56"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","3681.214"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","3641.796"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","3584.443"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","3527.92"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","3419.098"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","3350.629"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","3346.622"
"Employment Indicators: Rural","Romania","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","3276.262"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","16361.669"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","16592.329"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","16560.884"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","16579.227"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","16484.195"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","16694.159"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","16650.718"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","16406.821"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","16390.309"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","16047.104"
"Employment Indicators: Rural","Russian Federation","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","15686.373"
"Employment Indicators: Rural","Rwanda","Employment by status of employment, total, rural areas","Total","2014","Household income and expenditure survey","1000 persons","4620.006"
"Employment Indicators: Rural","Rwanda","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","2183.65"
"Employment Indicators: Rural","Rwanda","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","2398.257"
"Employment Indicators: Rural","Rwanda","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","2453.473"
"Employment Indicators: Rural","Samoa","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","24.637"
"Employment Indicators: Rural","Samoa","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","31.203"
"Employment Indicators: Rural","Senegal","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1738.553"
"Employment Indicators: Rural","Senegal","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1827.157"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","1309.61"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","1214.443"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1087.268"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","1028.232"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","1016.164"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","1020.057"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1083.066"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1083.253"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1160.198"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1198.808"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","1195.687"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","1224.749"
"Employment Indicators: Rural","Serbia","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","1257.802"
"Employment Indicators: Rural","Sierra Leone","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","463.965"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","1143.794"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","1152.964"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","1135.589"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1109.145"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","1084.654"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","957.429"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","969.306"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1028.329"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1084.541"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1065.53"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1046.009"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","1050.428"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","1074.398"
"Employment Indicators: Rural","Slovakia","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","1038.791"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","166.22"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","484.063"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","470.446"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","460.679"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","464.718"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","460.566"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","452.933"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","431.362"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","466.362"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","458.649"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","472.309"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","465.4"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","442.215"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","447.229"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","448.7"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","443.512"
"Employment Indicators: Rural","Slovenia","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","442.685"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","3287.376"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","3177.037"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","3035.048"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","3002.339"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","3145.366"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","3348.75"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","3433.633"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","3919.602"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","3949.293"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","3861.341"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","3880.996"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","3922.018"
"Employment Indicators: Rural","South Africa","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","3649.048"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","1992","Labour force survey","1000 persons","3727.392"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","1993","Labour force survey","1000 persons","3596.249"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","1994","Labour force survey","1000 persons","3561.345"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","3528.645"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","3519.995"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","3653.638"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","3761.787"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","3915.211"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","4041.482"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","4168.829"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","4314.321"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","4429.076"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","4563.151"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","4695.876"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","4741.825"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","4879.103"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","4892.71"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","4556.108"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","4451.938"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","4400.698"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","4193.089"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","4044.031"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","4080.639"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","4292.581"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","4516.018"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","2305.559"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","2385.791"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","2438.543"
"Employment Indicators: Rural","Spain","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","2375.217"
"Employment Indicators: Rural","Sri Lanka","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","6815.93"
"Employment Indicators: Rural","Sri Lanka","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","6654.65"
"Employment Indicators: Rural","Sri Lanka","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","6526.13"
"Employment Indicators: Rural","Sri Lanka","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","6522.44"
"Employment Indicators: Rural","Sri Lanka","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","6634.527"
"Employment Indicators: Rural","Sri Lanka","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","6695.933"
"Employment Indicators: Rural","Sri Lanka","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","6860.121"
"Employment Indicators: Rural","Sri Lanka","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","6661.793"
"Employment Indicators: Rural","Sudan (former)","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","4822.543"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","2663.507"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","2598.599"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","2521.264"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","2665.16"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","2710.768"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","2610.232"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","2702.91"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","2715.1"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","2698.578"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","2667.744"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","2676.24"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","2712.696"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","2778.868"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","2785.253"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","2701.46"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","2703.127"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","2766.258"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","1326.752"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","1329.059"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1337.312"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1332.18"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1330.193"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1352.289"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","1375.035"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","1377.216"
"Employment Indicators: Rural","Sweden","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","1333.633"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","626.045"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","629.606"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","1105.016"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","1092.982"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1093.465"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1094.85"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1105.877"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","896.827"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","914.658"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","915.691"
"Employment Indicators: Rural","Switzerland","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","891.602"
"Employment Indicators: Rural","Tajikistan","Employment by status of employment, total, rural areas","Total","2009","Household income and expenditure survey","1000 persons","1461.769"
"Employment Indicators: Rural","Thailand","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","25688.84"
"Employment Indicators: Rural","Thailand","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","20886.191"
"Employment Indicators: Rural","Thailand","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","20760.273"
"Employment Indicators: Rural","Thailand","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","20577.419"
"Employment Indicators: Rural","Thailand","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","20396.202"
"Employment Indicators: Rural","Thailand","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","20659.059"
"Employment Indicators: Rural","Thailand","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","20443.254"
"Employment Indicators: Rural","Thailand","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","20500.418"
"Employment Indicators: Rural","Timor-Leste","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","181.696"
"Employment Indicators: Rural","Timor-Leste","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","113.842"
"Employment Indicators: Rural","Timor-Leste","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","381.451"
"Employment Indicators: Rural","Togo","Employment by status of employment, total, rural areas","Total","2006","Household income and expenditure survey","1000 persons","1642.273"
"Employment Indicators: Rural","Togo","Employment by status of employment, total, rural areas","Total","2011","Household income and expenditure survey","1000 persons","1662.614"
"Employment Indicators: Rural","Togo","Employment by status of employment, total, rural areas","Total","2014","Household survey","1000 persons","826.698"
"Employment Indicators: Rural","Togo","Employment by status of employment, total, rural areas","Total","2015","Household income and expenditure survey","1000 persons","1699.445"
"Employment Indicators: Rural","Togo","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1240.079"
"Employment Indicators: Rural","Tonga","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","21.727"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","980.279"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","983.51"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","988.121"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1082.892"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","995.297"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","984.338"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","997.44"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","990.729"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","963.399"
"Employment Indicators: Rural","Tunisia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1007.869"
"Employment Indicators: Rural","Uganda","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","8819.821"
"Employment Indicators: Rural","Uganda","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","5786.923"
"Employment Indicators: Rural","Ukraine","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","5089.164"
"Employment Indicators: Rural","Ukraine","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","5205.668"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","1992","Labour force survey","1000 persons","2571.515"
