Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Employment surveys","%","4.5"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","30.9"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","30.4"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","30.7"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","29.7"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","28.7"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","28.5"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","32.2"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","31"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","30.4"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","29.2"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","27"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","25.4"
"Employment Indicators: Agriculture","Philippines","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","22.9"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","22.6"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","22.1"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","20.6"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","18.700001"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","19.200001"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","19.700001"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","18.200001"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","17.6"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","17.4"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","15.8"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","14.7"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","14"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","13.3"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","13"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","12.9"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","12.6"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","12"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","11.5"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","11.5"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","10.5"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","10.2"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","9.6"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","9.1"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","9.5"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1974","Labour force survey","%","34.8"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1978","Labour force survey","%","30.7"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Labour force survey","%","23.5"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Labour force survey","%","23.8"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1985","Labour force survey","%","23.8"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Labour force survey","%","21.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1987","Labour force survey","%","22.1"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1988","Labour force survey","%","21.1"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1989","Labour force survey","%","19.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Labour force survey","%","18"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Labour force survey","%","17.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Labour force survey","%","11.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Labour force survey","%","11.6"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Labour force survey","%","11.799999"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","11.400001"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","12.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","13.299999"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","13.9"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","12.799999"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","12.7"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","13.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","12.599999"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","12.900001"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","12.299999"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","12.099999"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","11.900001"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","11.8"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","11.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","11.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","11.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","10.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","10.8"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","10.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","8.6"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","7.5"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","6.9"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","6.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","6"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","5.5"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","5.4"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1969","Labour force survey","%","10.8"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1970","Labour force survey","%","9.5"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1971","Labour force survey","%","8.2"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1972","Labour force survey","%","7.1"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1973","Labour force survey","%","6.6"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1974","Labour force survey","%","6.9"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1975","Labour force survey","%","6.7"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1976","Labour force survey","%","6.4"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1977","Labour force survey","%","5.6"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1978","Labour force survey","%","4.9"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1979","Labour force survey","%","5"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Labour force survey","%","4.7"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Labour force survey","%","3.4"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Labour force survey","%","3.5"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","2.9"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","2.7"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","2.8"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","2.5"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","2.2"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","1.9"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","2"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","2"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","2"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","2.1"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","2.1"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","1.4"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","1.5"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","1.5"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","1.6"
"Employment Indicators: Agriculture","Puerto Rico","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","1.6"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Population census","%","3.7"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","2.3"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","3"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","2.3"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","1.6"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","1.6"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","1.4"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","1.4"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","1.4"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","1.2"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","1.2"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","1.2"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","1.3"
"Employment Indicators: Agriculture","Qatar","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","1.5"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1963","Labour force survey","%","63"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1964","Labour force survey","%","61.7"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1965","Labour force survey","%","58.5"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1966","Labour force survey","%","57.8"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1967","Labour force survey","%","55.1"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1968","Labour force survey","%","52.4"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1969","Labour force survey","%","51.3"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1970","Labour force survey","%","50.4"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1971","Labour force survey","%","48.4"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1972","Labour force survey","%","50.6"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1973","Labour force survey","%","50"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1974","Labour force survey","%","48.2"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1975","Labour force survey","%","45.9"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1976","Labour force survey","%","44.6"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1977","Labour force survey","%","41.8"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1978","Labour force survey","%","38.4"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1979","Labour force survey","%","35.8"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1980","Labour force survey","%","34"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1981","Labour force survey","%","34.2"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1982","Labour force survey","%","32.1"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Labour force survey","%","29.7"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Labour force survey","%","27.1"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1985","Labour force survey","%","24.9"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Labour force survey","%","23.6"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1987","Labour force survey","%","21.9"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1988","Labour force survey","%","20.7"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1989","Labour force survey","%","19.6"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Labour force survey","%","17.9"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Labour force survey","%","16.4"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Labour force survey","%","14"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Labour force survey","%","13.5"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Labour force survey","%","12.6"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","11.8"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","11.1"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","10.8"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","12"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","11.299999"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","10.3"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","9.8"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","9.2"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","8.5"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","8.3"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","7.9"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","7.5"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","7.2"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","7.1"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","6.9"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","6.5"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","6"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","5.5"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","5.2"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","4.9"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","4.9"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","5"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","5.1"
"Employment Indicators: Agriculture","Republic of Korea","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","5.3"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1981","Official estimates","%","39.9"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1982","Official estimates","%","39.7"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Official estimates","%","39.2"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Official estimates","%","38.2"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1985","Official estimates","%","37.4"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Official estimates","%","36.7"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1987","Official estimates","%","35.7"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1988","Official estimates","%","34.5"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1989","Official estimates","%","34.8"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Official estimates","%","33.8"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Official estimates","%","41.8"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Official estimates","%","40"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Official estimates","%","43.1"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Official estimates","%","45.5"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Official estimates","%","42.899998"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Official estimates","%","41.599998"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Official estimates","%","45.699997"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","51"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","49.599998"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","43"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","40.5"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","40.599998"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","33.599998"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","32.799999"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","31.1"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","28.200001"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","27.5"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","16.1"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","34.2"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","36.6"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","21"
"Employment Indicators: Agriculture","Republic of Moldova","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","21.1"
"Employment Indicators: Agriculture","R?union","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","4.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Labour force survey","%","39.100002"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","40.299999"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","38"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","40.899998"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","42"
